"obs_id","obs_name","lat","lon","gov_agency","addr","etc_addr","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"33014110","완주군(용봉교)","35-56-31","127-10-15","환경부","전라북도 완주군","봉동읍 장기리 용봉교","만경ㆍ동진","2000-01-01","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"33014120","완주군(용진초교)","35-51-26","127-10-32","환경부","전라북도 완주군","용진면 상삼리 용진초등학교","만경ㆍ동진","1999-12-01","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"33024020","김제시(금구초교)","35-46-27","127-00-47","환경부","전라북도 김제시","금구면 금구리 금구초등학교","만경ㆍ동진","1962-07-01","1980-06-01","2024072400:00:00","20240724","1980-06-01","20240724"
"33024030","정읍시(고부초교)","35-37-17","126-46-17","환경부","전라북도 정읍시","고부면 고부리 고부초등학교","만경ㆍ동진","1962-08-01","1979-06-03","2024072400:00:00","20240724","1979-06-03","20240724"
"33024040","김제시(김제중앙중교)","35-49-42","126-53-20","환경부","전라북도 김제시","옥산동 김제중앙중학교","만경ㆍ동진","1962-11-01","1973-06-26","2024072400:00:00","20240724","1973-06-26","20240724"
"33024050","정읍시(태인중교)","35-39-14","126-56-14","환경부","전라북도 정읍시","태인면 태성리 태인중학교","만경ㆍ동진","1968-01-01","1974-06-04","2024072400:00:00","20240724","1974-06-04","20240724"
"33024070","정읍시(산외중교)","35-37-08","127-02-41","환경부","전라북도 정읍시","산외면 정량리 산외중학교","만경ㆍ동진","2000-06-01","2000-06-01","2024072400:00:00","20240724","2000-06-01","20240724"
"33024080","정읍시(정읍북초교)","35-34-43","126-50-58","환경부","전라북도 정읍시","농소동 정읍북초등학교","만경ㆍ동진","2000-06-01","2000-06-01","2024072400:00:00","20240724","2000-06-01","20240724"
"33034030","부안군(부안댐)","35-40-43","126-34-18","한국수자원공사","전라북도 부안군","변산면 부안댐로 286-26","만경ㆍ동진","1996-05-01","2006-05-03","2024072400:00:00","20240724","2006-05-03","20240724"
"33034040","부안군(부안청림천문대)","35-39-28","126-36-55","한국수자원공사","전라북도 부안군 상서면","청림리 523-3","만경ㆍ동진","2014-10-19","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"40014050","순창군(시산리)","35-29-06","126-56-22","한국수자원공사","전라북도 순창군","쌍치면 시산리","섬진강","1990-12-15","1990-12-15","2024072400:00:00","20240724","1990-12-15","20240724"
"40014060","임실군(용암리)","35-38-26","127-12-26","한국수자원공사","전라북도 임실군","신평면 용암리","섬진강","1990-12-15","1990-12-15","2024072400:00:00","20240724","1990-12-15","20240724"
"40014070","진안군(도통리)","35-42-30","127-20-48","한국수자원공사","전라북도 진안군","성수면 도통리","섬진강","1990-12-15","1990-12-15","2024072400:00:00","20240724","1990-12-15","20240724"
"40024010","강진","35-31-37","127-09-55","환경부","","","섬진강","1900-01-01","1980-06-25","1994090100:00:00","20240724","1980-06-25","19940901"
"40024020","임실군(섬진강댐)","35-32-22","127-06-49","한국수자원공사","전라북도 임실군","강진면 용수리 산5","섬진강","1990-12-15","1990-12-15","2024072400:00:00","20240724","1990-12-15","20240724"
"40024030","임실군(일중리)","35-29-47","127-09-00","환경부","전라북도 임실군","덕치면 일중리","섬진강","1962-06-01","2004-09-17","2024072400:00:00","20240724","2004-09-17","20240724"
"40024040","임실군(두복리)","35-34-03","127-10-08","환경부","전라북도 임실군","청웅면 두복리 백련산정상","섬진강","2004-09-18","2004-09-18","2019050300:00:00","20240724","2004-09-18","20190503"
"40024050","순창군(평남리)","35-25-24","127-12-57","환경부","전라북도 순창군","적성면 평남리","섬진강","1970-10-01","2004-09-17","2024072400:00:00","20240724","2004-09-17","20240724"
"40024060","임실군(청웅면사무소)","35-34-10","127-12-04","환경부","전라북도 임실군 청웅면","","섬진강","2018-12-26","2018-12-26","2024072400:00:00","20240724","2018-12-26","20240724"
"40034010","임실군(문화체육센터)","35-32-43","127-19-59","환경부","전라북도 임실군","오수면 오수리 임실군문화체육센터","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40034020","순창군(현포리)","35-26-22","127-14-43","환경부","전라북도 순창군","동계면 현포리","섬진강","1970-01-01","1997-03-13","2024072400:00:00","20240724","1997-03-13","20240724"
"40034030","임실군(오봉리)","35-37-48","127-20-52","환경부","전라북도 임실군","성수면 오봉리","섬진강","2003-10-01","2003-11-01","2024072400:00:00","20240724","2003-11-01","20240724"
"40044010","곡성군(옥과톨게이트)","35-15-41","127-07-01","환경부","전라남도 곡성군","오산면 연화리 (옥과TG)","섬진강","1990-03-12","1990-07-03","2024072400:00:00","20240724","1990-07-03","20240724"
"40044020","순창","35-22-18","127-08-25","환경부","","","섬진강","1900-01-01","1990-07-11","2005062300:00:00","20240724","1990-07-11","20050623"
"40044030","순창군(옥천교)","35-22-29","127-08-00","환경부","전라북도 순창군","순창읍 순화리 옥천교","섬진강","2003-10-01","2003-10-01","2024072400:00:00","20240724","2003-10-01","20240724"
"40044040","순창군(유적교)","35-23-34","127-12-33","환경부","전라북도 순창군","적성면 고원리 유적교","섬진강","1990-03-12","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"40044060","남원시(신덕리)","35-19-53","127-12-60","환경부","전라북도 남원시","대강면 신덕리","섬진강","1962-07-01","2004-09-17","2024072400:00:00","20240724","2004-09-17","20240724"
"40044070","곡성군(괴소리)","35-13-40","127-13-33","환경부","전라남도 곡성군 삼기면","","섬진강","2016-01-01","2016-01-01","2024072400:00:00","20240724","2016-01-01","20240724"
"40054020","남원시(동림교)","35-24-31","127-23-29","환경부","전라북도 남원시","신촌동 동림교","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40054030","장수군(동화저수지)","35-32-44","127-32-19","환경부","전라북도 장수군","번암면 죽림리 (동화저수지)","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40054040","남원시(요천대교)","35-19-08","127-18-41","환경부","전라북도 남원시","송동면 세전리 요천대교","섬진강","2001-09-06","2001-09-06","2024072400:00:00","20240724","2001-09-06","20240724"
"40064010","곡성군(고달교)","35-17-41","127-19-46","환경부","전라남도 곡성군","고달면 뇌죽리 고달교 상류","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40074020","복내","34-53-21","127-07-28","환경부","","","섬진강","1900-01-01","1981-06-19","1994110100:00:00","20240724","1981-06-19","19941101"
"40074030","보성","35-45-45","127-05-37","환경부","","","만경ㆍ동진","1900-01-01","1980-06-24","1994110700:00:00","20240724","1980-06-24","19941107"
"40074040","보성","34-48-08","127-08-50","한국수자원공사","전라남도 보성군","겸백면 용산리 산 35-1","섬진강","2006-09-15","2006-09-15","2024072400:00:00","20240724","2006-09-15","20240724"
"40074050","화순군(동복댐)","35-04-50","127-06-15","한국수자원공사","전라남도 화순군","동복면 연월리 산 127-2","섬진강","1991-07-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"40074060","보성군(복내리)","34-53-36","127-08-12","한국수자원공사","전라남도 보성군","복내면 복내리 197-6","섬진강","1991-07-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"40074070","순천시(우산리)","34-58-14","127-13-34","한국수자원공사","전라남도 순천시","송광면 우산리 795-5","섬진강","1991-07-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"40074080","순천시(주암댐)","35-03-30","127-14-19","한국수자원공사","전라남도 순천시","주암면 구산리 786-1","섬진강","1991-07-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"40074082","장흥군(봉동리)","34-46-43","127-00-34","한국수자원공사","전라남도 장흥군","장동면 봉동리 245-1","섬진강","2006-09-15","2007-01-19","2024072400:00:00","20240724","2007-01-19","20240724"
"40074090","보성군(보성강댐)","34-48-08","127-08-50","한국수자원공사","전라남도 보성군","겸백면 용산리 산 35-1(취수탑)","섬진강","2007-01-01","2007-05-07","2015071600:00:00","20240724","2007-05-07","20150716"
"40074092","보성강댐","34-47-02","127-09-14","한국수력원자력","전남 보성군","득량면 충의로 1771-1","섬진강","1986-01-06","2023-11-14","2024072400:00:00","20240724","2023-11-14","20240724"
"40074126","웅치","34-41-56","127-00-21","한국수력원자력","전라남도 보성군 웅치면 용반리","","섬진강","1992-04-01","2009-02-05","2010093000:00:00","20240724","2009-02-05","20100930"
"40074140","화순군(동가리)","34-57-48","127-03-58","한국수자원공사","전라남도 화순군","한천면 동가리 311-8","섬진강","2009-10-28","2009-11-05","2024072400:00:00","20240724","2009-11-05","20240724"
"40074143","화순군(맹리)","35-10-32","127-05-44","한국수자원공사","전라남도 보성군","북면 맹리 568-3","만경ㆍ동진","2019-05-03","2019-05-03","2024072400:00:00","20240724","2019-05-03","20240724"
"40084010","곡성군(태안교)","35-09-37","127-20-48","환경부","전라남도 곡성군","죽곡면 유봉리 태안교","섬진강","1996-03-01","1997-03-13","2024072400:00:00","20240724","1997-03-13","20240724"
"40084020","곡성군(석곡톨게이트)","35-07-36","127-15-00","환경부","전라남도 곡성군","석곡면 유정리 (석곡TG)","섬진강","2003-10-01","2003-11-01","2024072400:00:00","20240724","2003-11-01","20240724"
"40094010","하동","35-04-15","127-44-33","기타","경상남도 하동","하동 읍내","섬진강","1915-07-01","1980-06-25","2003010100:00:00","20240724","1980-06-25","20030101"
"40094030","삼일암","35-15-38","127-28-01","기타","전라남도 구례군","광의군 방광리","섬진강","1982-04-01","1983-07-14","2006123100:00:00","20240724","1983-07-14","20061231"
"40094040","범왕","35-16-55","127-37-15","기타","경상남도 하동","화개 범왕","섬진강","1984-04-28","1984-08-28","1994120100:00:00","20240724","1984-08-28","19941201"
"40094050","하동군(묵계리)","35-14-35","127-42-34","환경부","경상남도 하동군","청암면 묵계리 (주차장)","섬진강","1984-04-28","1984-09-05","2024072400:00:00","20240724","1984-09-05","20240724"
"40094060","구례군(구례교)","35-09-56","127-27-15","환경부","전라남도 구례군","구례읍 신월리 구례교","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40094070","구례군(문수리경로당)","35-13-24","127-31-14","환경부","전라남도 구례군","토지면 상죽길 8 문수리경로당","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40094080","하동군(쌍계초교)","35-14-02","127-38-42","환경부","경상남도 하동군","화개면 운수리 쌍계초등학교","섬진강","1990-03-12","1990-06-27","2024072400:00:00","20240724","1990-06-27","20240724"
"40094090","하동군(읍내리)","35-04-00","127-44-26","환경부","경상남도 하동군","하동읍 읍내리","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40094100","하동군(횡천초교)","35-06-39","127-48-30","환경부","경상남도 하동군","횡천면 횡천리 횡천초등학교","섬진강","1990-03-12","1990-06-21","2024072400:00:00","20240724","1990-06-21","20240724"
"40094110","곡성군(예성교)","35-11-55","127-22-27","환경부","전라남도 곡성군","오곡면 압록리","섬진강","1917-03-01","2004-04-21","2024072400:00:00","20240724","2004-04-21","20240724"
"40094120","광양시(남도대교)","35-10-54","127-37-35","환경부","전라남도 광양시","다압면 하천리","섬진강","2005-01-21","2005-01-21","2024072400:00:00","20240724","2005-01-21","20240724"
"40094140","광양시(다압취수장)","35-08-14","127-40-60","환경부","전라남도 광양시","다압면 고사리(다압취수장)","섬진강","2007-01-01","2007-01-01","2024072400:00:00","20240724","2007-01-01","20240724"
"40094150","순천시(괴목리)","35-06-06","127-25-43","환경부","전라남도 순천시","황전면 괴목리","섬진강","2007-01-01","2007-01-01","2024072400:00:00","20240724","2007-01-01","20240724"
"40094160","구례군(서시교)","35-12-40","127-28-29","환경부","전라남도 구례군","구례읍 봉동리 서시교","섬진강","2007-01-01","2007-01-01","2024072400:00:00","20240724","2007-01-01","20240724"
"40094170","구례군(문수리)","35-17-35","127-31-44","환경부","전라남도 구례군 토지면","문수리","섬진강","2004-09-18","2004-09-18","2024072400:00:00","20240724","2004-09-18","20240724"
"41044020","순천시(주암조절지댐)","34-56-33","127-25-40","한국수자원공사","전라남도 순천시","상사면 용계리 산 212-1","섬진강남해","1991-07-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"41044030","순천시(죽학리)","34-59-16","127-21-54","한국수자원공사","전라남도 순천시","승주읍 죽학리 75-14","섬진강남해","1999-05-21","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"41044040","순천국토관리사무소","34-55-54","127-29-28","환경부","전라남도 순천시","덕월동 순천국토관리사무소","섬진강남해","1914-06-01","2007-01-01","2024072400:00:00","20240724","2007-01-01","20240724"
"41054030","광양시(수어댐)","35-01-46","127-43-14","한국수자원공사","전라남도 광양시","진상면 섬거리 35-1","섬진강남해","2005-01-01","2006-05-08","2024072400:00:00","20240724","2006-05-08","20240724"
"41054050","광양시(어치리)","35-04-35","127-40-41","한국수자원공사","전라남도 광양시","진상면 어치리 737","섬진강남해","2009-09-17","2009-10-13","2024072400:00:00","20240724","2009-10-13","20240724"
"50014020","광주광역시(대성초교)","35-08-37","126-54-17","환경부","광주광역시 남구","서동 대성초등학교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50014030","담양군(광주댐)","35-11-60","126-59-22","환경부","전라남도 담양군","고서면 분향리 광주댐내","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50014040","광주광역시(무등산2중계소)","35-06-54","126-59-49","환경부","광주광역시 동구","용연동 무등산2중계소","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50014050","담양군(담양댐)","35-22-24","127-00-50","환경부","전라남도 담양군","용면 도림리 취수탑 도교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50014060","담양군(삼지교)","35-16-14","126-56-09","환경부","전라남도 담양군","수북면 정중리 삼지교 하류","영산강","2003-08-26","2003-08-26","2024072400:00:00","20240724","2003-08-26","20240724"
"50014070","담양군(담양홍수조절지)","35-20-06","126-58-02","한국수자원공사","전라남도 담양군 월산면","화방리 201-3","영산강","2012-06-22","2016-10-21","2024072400:00:00","20240724","2016-10-21","20240724"
"50024020","장성군(백암저수지)","35-26-50","126-46-31","환경부","전라남도 장성군","북이면 백암리 백암제","영산강","1962-07-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"50024030","장성군(장성댐)","35-21-16","126-49-11","환경부","전라남도 장성군","장성읍 용강리 취수탑","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50024040","장성군(월평리)","35-17-26","126-46-37","환경부","전남 장성군 황룡면","","영산강","2016-01-01","2016-01-01","2024072400:00:00","20240724","2016-01-01","20240724"
"50024050","장성군(수산리)","35-18-14","126-40-15","한국수자원공사","전남 장성군 삼계면","수산리 789","영산강","2008-02-01","2008-02-01","2024072400:00:00","20240724","2008-02-01","20240724"
"50024051","장성군(평림댐)","35-17-07","126-40-57","한국수자원공사","전남 장성군 삼계면","수옥리 861-21","영산강","2015-09-01","2018-12-13","2024072400:00:00","20240724","2018-12-13","20240724"
"50034030","나주시(나주댐)","34-57-51","126-50-40","환경부","전라남도 나주시","다도면 판촌리 취수탑 도교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50034040","화순군(신성교)","35-00-12","126-53-47","환경부","전라남도 화순군","도곡면 평리 신성교 하류","영산강","1962-07-01","1980-06-23","2024072400:00:00","20240724","1980-06-23","20240724"
"50034050","광주광역시(양과동)","35-05-10","126-51-59","환경부","광주광역시 남구","양과동 (구)대촌동초등학교","영산강","2002-01-01","2002-06-18","2024072400:00:00","20240724","2002-06-18","20240724"
"50034060","화순군(동면초교)","35-01-52","127-02-29","환경부","전라남도 화순군","동면 장동리 동면초등학교","영산강","2002-01-01","2002-06-18","2024072400:00:00","20240724","2002-06-18","20240724"
"50034070","화순군(청풍초교)","34-52-31","126-58-16","환경부","전라남도 화순군","청풍면 차리 청풍초등학교","영산강","2002-01-01","2002-12-24","2024072400:00:00","20240724","2002-12-24","20240724"
"50034080","화순군(화순홍수조절지)","34-55-38","126-59-04","한국수자원공사","전라남도 화순군 청풍면","풍암리 91-1","영산강","2012-07-02","2015-07-22","2024072400:00:00","20240724","2015-07-22","20240724"
"50044030","광주광역시(동곡초교)","35-05-52","126-46-23","환경부","광주광역시 광산구","하산동 동곡초등학교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50044040","나주시(봉황초교)","34-57-27","126-47-21","환경부","전라남도 나주시","봉황면 죽석리 봉황초등학교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50054010","장성군(삼서면사무소)","35-13-55","126-38-45","환경부","전라남도 장성군","삼서면 대곡리 삼서면사무소","영산강","1961-08-01","1991-07-01","2024072400:00:00","20240724","1991-07-01","20240724"
"50054020","함평군(나산교)","35-06-41","126-36-43","환경부","전라남도 함평군","나산면 삼축리 나산교 하류","영산강","2004-12-10","2004-12-10","2024072400:00:00","20240724","2004-12-10","20240724"
"50064020","함평군(기산초교)","35-04-04","126-31-04","환경부","전라남도 함평군","함평읍 기각리 기산초등학교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50074010","영암군(도포중교)","34-50-60","126-38-37","환경부","전라남도 영암군","도포면 구학리 도포중학교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"50074020","영암군(장천초교)","34-45-20","126-34-54","환경부","전라남도 영암군 서호면","","영산강","2017-12-26","2017-12-26","2024072400:00:00","20240724","2017-12-26","20240724"
"50084010","하구언(내)","34-47-10","126-26-57","환경부","전라남도 영암군","삼호면 나불리 삼호대교","영산강","1992-04-01","1992-04-01","2024072400:00:00","20240724","1992-04-01","20240724"
"51014020","강진군(병영면사무소)","34-43-02","126-48-46","환경부","전라남도 강진군","병영면 성남리 병영면사무소","탐진강","1997-01-01","2000-05-22","2024072400:00:00","20240724","2000-05-22","20240724"
"51014030","장흥군(조양리)","34-48-03","126-50-03","환경부","전라남도 장흥군","유치면 조양리 버스승강장옆","탐진강","1997-01-01","2000-05-22","2024072400:00:00","20240724","2000-05-22","20240724"
"51014040","영암군(한대리)","34-48-23","126-47-04","한국수자원공사","전라남도 영암군","영암읍 한대리 262-1","탐진강","2007-08-15","2007-08-15","2024072400:00:00","20240724","2007-08-15","20240724"
"51014050","장흥군(운월리)","34-50-11","126-51-13","한국수자원공사","전라남도 장흥군","유치면 운월리 603","탐진강","2000-03-15","2000-05-22","2024072400:00:00","20240724","2000-05-22","20240724"
"51014060","장흥군(장흥댐)","34-45-01","126-53-20","한국수자원공사","전라남도 장흥군","부산면 지천리 133-1","탐진강","2000-03-15","2000-12-30","2024072400:00:00","20240724","2000-12-30","20240724"
"51014070","탐진댐","34-45-09","126-53-38","한국수자원공사","전라남도 장흥군 부산면","지천리133-1","탐진강","2000-06-01","2010-09-23","2010092300:00:00","20240724","2010-09-23","20100923"
"51014080","강진군(작천중교)","34-42-22","126-46-16","환경부","전라남도 강진군","작천면 평리3길 1 작천중학교","탐진강","2000-06-01","2000-06-01","2024072400:00:00","20240724","2000-06-01","20240724"
"51014090","강진군(석교교)","34-38-10","126-48-59","환경부","전라남도 강진군","군동면 석교리 석교교 상류","탐진강","2000-06-01","2000-06-01","2024072400:00:00","20240724","2000-06-01","20240724"
"51014100","장흥군(별천교)","34-43-53","126-54-22","환경부","전라남도 장흥군","부산면 금자리 별천교 하류","탐진강","2000-06-01","2000-06-01","2024072400:00:00","20240724","2000-06-01","20240724"
"51014150","병영","34-42-52","126-49-09","환경부","전라남도 강진군 병영면","병영면사무소 내","탐진강","2008-01-02","2010-09-23","2010092300:00:00","20240724","2010-09-23","20100923"
"99999999","평림댐","35-18-14","126-40-15","한국수자원공사","전라남도 장성군","삼계면 수옥리 762-3","영산강","2008-02-01","2008-02-01","2019103000:00:00","20240724","2008-02-01","20191030"
