"obs_id","obs_name","lat","lon","gov_agency","attn_level","warn_level","danger_level","river","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"3009630","대전시(복수교)","36.299166666666665","127.38444444444445","환경부","1.8","2.7","3.2","유등천","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009640","대전시(인창교)","36.32361111111111","127.43444444444445","환경부","2.1","3.0","3.8","","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009645","대전시(철갑교)","36.335","127.43805555555556","환경부","1.5","2.3","2.8","대동천","금강","2009-01-01","2008111917:00:00","2024080713:00:00","2024080714:01:29","2008111917:00:00","2024080713:00:00"
"3009650","대전시(용촌교)","36.2475","127.31611111111111","환경부","2.0","2.5","3.1","갑천","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009655","대전시(두계교)","36.26638888888889","127.27888888888889","환경부","2.1","3.0","4.0","두계천","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009665","대전시(가수원교)","36.306666666666665","127.35888888888888","환경부","2.8","3.1","3.6","갑천","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009670","대전시(만년교)","36.35166666666667","127.34972222222221","환경부","2.5","3.5","4.5","갑천","금강","1985-03-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
"3009673","대전시(한밭대교)","36.356944444444444","127.40305555555557","환경부","3.0","3.8","4.8","유등천","금강","2012-01-01","2011082511:00:00","2024080713:00:00","2024080714:01:29","2011082511:00:00","2024080713:00:00"
"3009675","대전시(대덕대교)","36.373333333333335","127.37972222222221","환경부","1.0","2.7","3.6","갑천","금강","2007-01-01","2007010100:00:00","2024080713:00:00","2024080714:01:29","2007010100:00:00","2024080713:00:00"
"3009680","대전시(원촌교)","36.37833333333333","127.41000000000001","환경부","2.7","4.0","4.5","갑천","금강","1917-06-01","2001071422:00:00","2024080713:00:00","2024080714:01:29","2001071422:00:00","2024080713:00:00"
"3009693","대전시(신구교)","36.43722222222222","127.39333333333335","환경부","3.65","5.0","6.4","갑천","금강","2013-01-01","2013010100:00:00","2024080713:00:00","2024080714:01:29","2013010100:00:00","2024080713:00:00"
"3009698","대전시(봉산동)","36.45138888888889","127.39444444444445","환경부","3.5","6.0","7.9","갑천","금강","2009-01-01","2008111917:00:00","2024080713:00:00","2024080714:01:29","2008111917:00:00","2024080713:00:00"
"3010620","세종시(노호리)","36.49277777777778","127.39555555555556","환경부","3.9","5.8","7.7","금강","금강","1958-01-01","1960062909:00:00","2024080713:00:00","2024080714:01:29","1960062909:00:00","2024080713:00:00"
"3010660","세종시(명학리)","36.519999999999996","127.35749999999999","환경부","2.7","6.8","9.0","금강","금강","1917-01-01","1925080816:00:00","2024080713:00:00","2024080714:01:29","1925080816:00:00","2024080713:00:00"
"3011613","진천군(지곡교)","36.88444444444444","127.37638888888888","환경부","1.6","2.3","3.0","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3011615","진천군(신정교)","36.855000000000004","127.46222222222222","환경부","1.1","1.8","2.3","백곡천","금강","2006-01-01","2005042910:00:00","2024080713:00:00","2024080714:01:29","2005042910:00:00","2024080713:00:00"
"3011617","진천군(금곡교)","36.84666666666667","127.53166666666667","환경부","1.2","2.3","3.0","초평천","금강","2013-01-01","2013010100:00:00","2024080713:00:00","2024080714:01:29","2013010100:00:00","2024080713:00:00"
"3011620","진천군(가산교)","36.87638888888889","127.47722222222222","환경부","2.0","3.9","4.5","미호천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3011623","진천군(인산리)","36.865833333333335","127.50555555555556","환경부","2.6","4.0","5.5","한천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3011624","진천군(오갑교)","36.845555555555556","127.50333333333333","환경부","3.2","4.8","5.8","미호천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3011625","증평군(반탄교)","36.78388888888889","127.57222222222222","환경부","1.8","2.5","3.5","보강천","금강","2001-12-01","2001102801:00:00","2024080713:00:00","2024080714:01:29","2001102801:00:00","2024080713:00:00"
"3011628","진천군(화산교)","36.81444444444444","127.49388888888889","환경부","3.0","4.5","7.1","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3011630","청주시(여암교)","36.77194444444444","127.50972222222222","환경부","3.3","4.3","4.8","미호천","금강","2001-12-01","2001102801:00:00","2024080713:00:00","2024080714:01:29","2001102801:00:00","2024080713:00:00"
"3011631","증평군(석곡교)","36.814166666666665","127.62722222222222","환경부","1.7","2.5","3.3","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3011633","청주시(복현교)","36.74805555555556","127.42111111111112","환경부","1.2","1.6","2.0","","금강","2023-04-11","2023041314:00:00","2024072000:00:00","2024080714:01:29","2023041314:00:00","2024072000:00:00"
"3011635","청주시(팔결교)","36.71416666666667","127.47555555555556","환경부","4.0","5.0","6.0","미호천","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3011641","청주시(노동교)","36.551944444444445","127.53222222222222","환경부","1.7","2.5","3.1","무심천","금강","2019-01-01","2019010216:00:00","2024080713:00:00","2024080714:01:29","2019010216:00:00","2024080713:00:00"
"3011643","청주시(용평교)","36.611666666666665","127.49722222222222","환경부","1.75","3.2","4.0","무심천","금강","2012-01-01","2011082511:00:00","2024080713:00:00","2024080714:01:29","2011082511:00:00","2024080713:00:00"
"3011645","청주시(흥덕교)","36.64666666666667","127.48138888888889","환경부","1.6","4.0","5.0","","금강","1917-06-01","1981081401:00:00","2024080713:00:00","2024080714:01:29","1981081401:00:00","2024080713:00:00"
"3011647","천안시(연춘교)","36.769999999999996","127.25416666666666","환경부","2.2","2.6","3.3","","금강","2023-04-11","2023041314:00:00","2024080713:00:00","2024080714:01:29","2023041314:00:00","2024080713:00:00"
"3011650","천안시(장산교)","36.74027777777778","127.29694444444445","환경부","2.5","3.5","4.5","병천천","금강","2010-01-01","2009121712:00:00","2024080713:00:00","2024080714:01:29","2009121712:00:00","2024080713:00:00"
"3011652","청주시(서당교)","36.72166666666667","127.55666666666666","환경부","1.3","1.9","2.6","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3011653","청주시(성산2교)","36.73222222222223","127.40583333333333","환경부","2.1","2.6","3.2","","금강","2023-04-11","2023041314:00:00","2024080713:00:00","2024080714:01:29","2023041314:00:00","2024080713:00:00"
"3011660","청주시(환희교)","36.67444444444444","127.36166666666666","환경부","2.1","3.4","4.4","병천천","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3011663","청주시(향정동)","36.64833333333333","127.42111111111112","환경부","1.8","3.1","3.9","","금강","2023-04-11","2023041314:00:00","2024080713:00:00","2024080714:01:29","2023041314:00:00","2024080713:00:00"
"3011665","청주시(미호천교)","36.62305555555555","127.35055555555554","환경부","5.0","7.0","8.0","미호천","금강","1918-07-01","1925080813:00:00","2024080713:00:00","2024080714:01:29","1925080813:00:00","2024080713:00:00"
"3011668","세종시(송성2교)","36.6625","127.215","환경부","2.2","3.0","3.8","조천","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3011675","세종시(상조천교)","36.63611111111111","127.28777777777778","환경부","1.7","2.6","3.4","조천","금강","2003-11-01","2003122610:00:00","2024080713:00:00","2024080714:01:29","2003122610:00:00","2024080713:00:00"
"3011685","세종시(미호교)","36.5825","127.31638888888888","환경부","3.3","4.5","5.5","미호천","금강","2009-01-01","2008111916:00:00","2024080713:00:00","2024080714:01:29","2008111916:00:00","2024080713:00:00"
"3011687","세종시(월암교)","36.57083333333334","127.28833333333333","환경부","3.3","4.5","5.5","월하천","금강","2012-01-01","2011082512:00:00","2024080713:00:00","2024080714:01:29","2011082512:00:00","2024080713:00:00"
"3011695","세종시(월산교)","36.525555555555556","127.31916666666666","환경부","5.0","7.0","8.5","미호천","금강","1962-07-01","1964041901:00:00","2024080713:00:00","2024080714:01:29","1964041901:00:00","2024080713:00:00"
"3012602","세종시(햇무리교)","36.49916666666667","127.29916666666666","환경부","8.1","8.5","11.0","금강","금강","2012-04-16","2012041600:00:00","2024080713:00:00","2024080714:01:29","2012041600:00:00","2024080713:00:00"
"3012603","세종시(국곡교)","36.42722222222222","127.27666666666667","환경부","2.0","2.7","3.3","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3012605","세종시(금남교)","36.47777777777778","127.27083333333333","환경부","4.5","8.3","11.0","금강","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3012607","세종시(도암교)","36.446666666666665","127.285","환경부","1.5","2.5","3.3","용수천","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3012608","세종시(세종보하)","36.46944444444445","127.25833333333334","환경부","15.0","17.7","20.9","금강","금강","2012-06-07","2012071014:00:00","2024080713:00:00","2024080714:01:29","2012071014:00:00","2024080713:00:00"
"3012609","세종시(산봉교)","36.47777777777778","127.23944444444444","환경부","2.7","3.3","4.4","대교천","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3012612","공주시(마암리)","36.434999999999995","127.2088888888889","환경부","6.0","8.9","11.7","금강","금강","1962-07-01","1925080813:00:00","2024080713:00:00","2024080714:01:29","1925080813:00:00","2024080713:00:00"
"3012620","공주시(금강교)","36.467222222222226","127.12472222222222","환경부","6.2","9.0","11.0","금강","금강","1915-04-01","1925080816:00:00","2024080713:00:00","2024080714:01:29","1925080816:00:00","2024080713:00:00"
"3012625","공주시(오인교)","36.527499999999996","127.12694444444443","환경부","2.5","3.0","4.0","정안천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3012633","공주시(공주보상)","36.465","127.09861111111111","환경부","13.0","14.0","15.9","금강","금강","2010-03-30","2010033010:00:00","2024080713:00:00","2024080714:01:29","2010033010:00:00","2024080713:00:00"
"3012634","공주시(공주보하)","36.46083333333333","127.0961111111111","환경부","8.0","12.2","14.9","금강","금강","2012-06-07","2012071014:00:00","2024080713:00:00","2024080714:01:29","2012071014:00:00","2024080713:00:00"
"3012635","공주시(국재교)","36.48222222222223","127.04305555555555","환경부","3.4","5.0","6.0","유구천","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3012637","공주시(장원교)","36.573888888888895","127.27666666666667","환경부","1.8","2.6","3.4","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3012650","청양군(신흥리)","36.397777777777776","127.02277777777778","환경부","8.0","8.4","11.0","금강","금강","1962-07-01","1925080817:00:00","2024080713:00:00","2024080714:01:29","1925080817:00:00","2024080713:00:00"
"3012655","청양군(지천교)","36.42861111111111","126.79083333333332","환경부","1.4","2.6","3.3","지천","금강","2011-01-01","2010080211:00:00","2024080713:00:00","2024080714:01:29","2010080211:00:00","2024080713:00:00"
"3012662","청양군(백제보상)","36.32805555555556","126.95416666666667","환경부","7.0","9.1","11.3","금강","금강","2010-03-30","2010033011:00:00","2024080713:00:00","2024080714:01:29","2010033011:00:00","2024080713:00:00"
"3012664","부여군(백제보하)","36.316111111111105","126.93555555555555","환경부","4.7","8.4","10.8","금강","금강","2012-06-07","2012071014:00:00","2024080713:00:00","2024080714:01:29","2012071014:00:00","2024080713:00:00"
"3012665","부여군(지천교)","36.32611111111112","126.85888888888888","환경부","3.8","5.5","6.5","지천","금강","1973-01-01","1981070219:00:00","2024080713:00:00","2024080714:01:29","1981070219:00:00","2024080713:00:00"
"3012674","부여군(송학교)","36.22166666666667","126.80138888888888","환경부","2.9","5.0","7.0","금천","금강","2013-01-01","2013010100:00:00","2024080713:00:00","2024080714:01:29","2013010100:00:00","2024080713:00:00"
"3012675","부여군(백제교)","36.27583333333333","126.89166666666668","환경부","4.5","7.5","9.0","금강","금강","1915-08-01","1925080819:00:00","2024080713:00:00","2024080714:01:29","1925080819:00:00","2024080713:00:00"
"3012680","부여군(석동교)","36.2475","126.88416666666667","환경부","4.7","6.0","8.0","금천","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3012681","논산시(석성천교)","36.23555555555556","127.03222222222222","환경부","3.6","5.2","6.5","석성천","금강","2013-01-01","2013010100:00:00","2024080713:00:00","2024080714:01:29","2013010100:00:00","2024080713:00:00"
"3012685","부여군(반조원리)","36.19638888888888","126.97611111111111","환경부","5.2","6.5","8.1","금강","금강","1962-07-01","1925080818:00:00","2024080713:00:00","2024080714:01:29","1925080818:00:00","2024080713:00:00"
"3012690","논산시(동성교)","36.21","127.00666666666666","환경부","4.1","6.0","8.0","석성천","금강","1993-06-01","1993030100:00:00","2024080713:00:00","2024080714:01:29","1993030100:00:00","2024080713:00:00"
"3013603","완주군(엄목1교)","36.10416666666667","127.26055555555556","환경부","1.7","2.7","3.7","장선천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3013605","논산시(인천교)","36.136944444444445","127.23583333333333","환경부","2.5","2.8","3.8","논산천","금강","2011-01-01","2010080212:00:00","2024080713:00:00","2024080714:01:29","2010080212:00:00","2024080713:00:00"
"3013630","논산시(주곡교)","36.28111111111111","127.14500000000001","환경부","3.1","4.5","5.9","노성천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3013665","논산시(풋개다리)","36.23361111111111","127.13","환경부","3.5","4.5","5.5","노성천","금강","2003-12-01","2003122610:00:00","2024080713:00:00","2024080714:01:29","2003122610:00:00","2024080713:00:00"
"3013668","논산시(아호교)","36.21138888888889","127.11222222222221","환경부","3.6","5.6","7.1","","금강","2023-04-11","2023041314:00:00","2024080713:00:00","2024080714:01:29","2023041314:00:00","2024080713:00:00"
"3013670","논산시(논산대교)","36.209722222222226","127.08027777777778","환경부","3.4","6.0","7.5","논산천","금강","1993-06-01","1926072210:00:00","2024080713:00:00","2024080714:01:29","1926072210:00:00","2024080713:00:00"
"3013685","논산시(제내교)","36.14388888888889","127.0375","환경부","3.5","6.5","8.0","강경천","금강","2003-12-01","2003122610:00:00","2024080713:00:00","2024080714:01:29","2003122610:00:00","2024080713:00:00"
"3014610","논산시(황산대교)","36.153888888888886","127.00722222222223","환경부","5.4","7.0","8.0","금강","금강","1915-04-01","1930063018:00:00","2024080713:00:00","2024080714:01:29","1930063018:00:00","2024080713:00:00"
"3014650","부여군(입포리)","36.135","126.88333333333334","환경부","2.9","4.4","5.6","금강","금강","1919-06-01","1931080304:00:00","2024080713:00:00","2024080714:01:29","1931080304:00:00","2024080713:00:00"
"3014670","서천군(옥포리)","36.03611111111111","126.78138888888888","환경부","4.0","4.6","5.3","금강","금강","1955-11-01","1985060601:00:00","2024080713:00:00","2024080714:01:29","1985060601:00:00","2024080713:00:00"
"3014680","서천군(북원교)","36.074444444444445","126.73083333333334","환경부","1.7","4.4","5.5","길산천","금강","2006-01-01","2005042910:00:00","2024080713:00:00","2024080714:01:29","2005042910:00:00","2024080713:00:00"
"3101604","예산군(은사교)","36.56055555555555","126.7786111111111","환경부","1.5","2.5","3.5","무한천","삽교천","2010-01-01","2009121714:00:00","2024080713:00:00","2024080714:01:29","2009121714:00:00","2024080713:00:00"
"3101613","예산군(서계양교)","36.60638888888889","126.86","환경부","2.1","2.7","3.7","신양천","삽교천","2010-01-01","2009121714:00:00","2024080713:00:00","2024080714:01:29","2009121714:00:00","2024080713:00:00"
"3101625","예산군(예산대교)","36.68416666666666","126.82083333333333","환경부","2.0","4.0","5.0","무한천","삽교천","1929-01-01","1936081115:00:00","2024080713:00:00","2024080714:01:29","1936081115:00:00","2024080713:00:00"
"3101627","청양군(강정교)","36.519999999999996","126.76944444444445","환경부","2.1","2.9","3.6","","삽교천","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3101630","예산군(신례원교)","36.73305555555556","126.83","환경부","3.8","4.6","5.7","무한천","삽교천","1962-07-01","1930071210:00:00","2024080713:00:00","2024080714:01:29","1930071210:00:00","2024080713:00:00"
"3101635","홍성군(삽교천교)","36.5925","126.68555555555555","환경부","2.7","3.2","4.0","삽교천","삽교천","1962-07-01","1971072603:00:00","2024080713:00:00","2024080714:01:29","1971072603:00:00","2024080713:00:00"
"3101638","예산군(신리교)","36.68805555555555","126.67083333333333","환경부","1.3","2.0","2.5","덕산천","삽교천","2010-01-01","2009121714:00:00","2024080713:00:00","2024080714:01:29","2009121714:00:00","2024080713:00:00"
"3101639","예산군(산정교)","36.63777777777778","126.87944444444443","환경부","2.3","2.7","3.3","","삽교천","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3101640","예산군(충의대교)","36.68666666666666","126.73055555555555","환경부","3.5","5.0","6.0","삽교천","삽교천","1945-01-01","1935072108:00:00","2024080713:00:00","2024080714:01:29","1935072108:00:00","2024080713:00:00"
"3101645","예산군(구만교)","36.736111111111114","126.75444444444445","환경부","3.3","5.5","7.0","삽교천","삽교천","1962-07-01","1930071211:00:00","2024080713:00:00","2024080714:01:29","1930071211:00:00","2024080713:00:00"
"3101650","당진시(구양교)","36.774166666666666","126.815","환경부","3.5","5.3","6.4","삽교천","삽교천","2006-01-01","2005042910:00:00","2024080713:00:00","2024080714:01:29","2005042910:00:00","2024080713:00:00"
"3101652","예산군(죽천1교)","36.59805555555556","126.85972222222222","환경부","2.0","2.7","3.5","","삽교천","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3101655","천안시(신흥교)","36.70277777777778","127.11388888888888","환경부","2.5","3.3","3.9","풍서천","삽교천","2004-12-01","2004102512:00:00","2024080713:00:00","2024080714:01:29","2004102512:00:00","2024080713:00:00"
"3101660","천안시(가송교)","36.735","127.14361111111111","환경부","1.6","2.3","2.8","곡교천","삽교천","2004-12-01","2004102512:00:00","2024080713:00:00","2024080714:01:29","2004102512:00:00","2024080713:00:00"
"3101667","천안시(눈들교)","36.78972222222222","126.86","환경부","2.5","3.2","3.8","","삽교천","2023-04-11","2023041314:00:00","2024080713:00:00","2024080714:01:29","2023041314:00:00","2024080713:00:00"
"3101670","아산시(휴대교)","36.780833333333334","127.11361111111111","환경부","2.7","3.7","4.7","천안천","삽교천","2004-12-01","2004102512:00:00","2024080713:00:00","2024080714:01:29","2004102512:00:00","2024080713:00:00"
"3101672","아산시(덕지리)","36.83083333333334","127.08388888888888","환경부","1.8","3.1","3.9","율지천","삽교천","2016-01-01","2015123010:00:00","2024080713:00:00","2024080714:01:29","2015123010:00:00","2024080713:00:00"
"3101673","아산시(새터교)","36.808055555555555","127.08277777777778","환경부","2.0","3.0","3.9","매곡천","삽교천","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3101675","아산시(한내다리)","36.790277777777774","127.05388888888889","환경부","4.1","4.5","5.5","곡교천","삽교천","2003-11-01","2003122613:00:00","2024080713:00:00","2024080714:01:29","2003122613:00:00","2024080713:00:00"
"3101683","아산시(온천교)","36.77472222222222","127.03222222222222","환경부","2.4","3.3","4.2","온양천","삽교천","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3101685","아산시(충무교)","36.797777777777775","127.00833333333334","환경부","3.1","4.0","5.0","곡교천","삽교천","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3101690","아산시(강청교)","36.82166666666667","126.93361111111112","환경부","3.5","3.9","5.0","곡교천","삽교천","1962-07-01","1930071205:00:00","2024080713:00:00","2024080714:01:29","1930071205:00:00","2024080713:00:00"
"3101693","당진시(신촌리)","36.84777777777778","126.8275","환경부","4.3","4.8","5.7","삽교천","삽교천","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3101696","당진시(북창교)","36.852222222222224","126.76138888888889","환경부","3.5","4.5","5.5","남원천","삽교천","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3201690","당진시(채운교)","36.905","126.61444444444444","환경부","4.3","4.5","6.0","역천","금강서해","2011-01-01","2010080317:00:00","2024080713:00:00","2024080714:01:29","2010080317:00:00","2024080713:00:00"
"3203620","보령시(동대교)","36.34666666666667","126.59861111111111","환경부","1.8","3.1","3.8","대천천","금강서해","2010-01-01","2009121714:00:00","2024080713:00:00","2024080714:01:29","2009121714:00:00","2024080713:00:00"
"3203652","보령시(노천교)","36.23111111111111","126.59388888888888","환경부","1.7","3.8","4.8","웅천천","금강서해","2010-01-01","2009121715:00:00","2024080713:00:00","2024080714:01:29","2009121715:00:00","2024080713:00:00"
"3301625","완주군(오성교)","35.973333333333336","127.215","환경부","1.6","2.3","3.0","만경강","만경ㆍ동진","2004-01-01","2003082000:00:00","2024080713:00:00","2024080714:01:29","2003082000:00:00","2024080713:00:00"
"3301630","완주군(용봉교)","35.94194444444444","127.17083333333333","환경부","1.2","3.0","4.0","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024080713:00:00","2024080714:01:29","2000010100:00:00","2024080713:00:00"
"3301635","완주군(소양용연교)","35.861111111111114","127.2425","환경부","1.0","2.4","3.1","소양천","만경ㆍ동진","2008-01-01","2008013106:00:00","2024080713:00:00","2024080714:01:29","2008013106:00:00","2024080713:00:00"
"3301640","완주군(제2소양교)","35.878055555555555","127.15527777777778","환경부","2.7","4.0","4.8","소양천","만경ㆍ동진","2000-01-01","2000010100:00:00","2024080713:00:00","2024080714:01:29","2000010100:00:00","2024080713:00:00"
"3301645","완주군(하리교)","35.89722222222222","127.09888888888888","환경부","4.7","5.6","6.4","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024080713:00:00","2024080714:01:29","2000010100:00:00","2024080713:00:00"
"3301654","전주시(세내교)","35.7925","127.11222222222221","환경부","3.1","4.0","5.0","삼천","만경ㆍ동진","2018-12-16","2018122715:00:00","2024080713:00:00","2024080714:01:29","2018122715:00:00","2024080713:00:00"
"3301655","전주시(서곡교)","35.83638888888889","127.10555555555555","환경부","2.1","3.0","3.9","삼천","만경ㆍ동진","2006-03-03","2006030311:00:00","2024080713:00:00","2024080714:01:29","2006030311:00:00","2024080713:00:00"
"3301657","전주시(서천교)","35.81222222222222","127.1413888888889","환경부","2.3","4.0","5.0","전주천","만경ㆍ동진","2016-12-29","2016123011:00:00","2024080713:00:00","2024080714:01:29","2016123011:00:00","2024080713:00:00"
"3301662","전주시(은석교)","35.79694444444444","127.19416666666667","환경부","1.8","2.7","3.4","전주천","만경ㆍ동진","2012-01-01","2011122610:00:00","2024080713:00:00","2024080714:01:29","2011122610:00:00","2024080713:00:00"
"3301665","전주시(미산교)","35.879444444444445","127.0975","환경부","1.8","3.5","4.5","전주천","만경ㆍ동진","2000-01-01","2000010100:00:00","2024080713:00:00","2024080714:01:29","2000010100:00:00","2024080713:00:00"
"3301670","완주군(삼례교)","35.89833333333333","127.07111111111111","환경부","4.0","6.0","7.0","만경강","만경ㆍ동진","1917-05-01","1920070808:00:00","2024080713:00:00","2024080714:01:29","1920070808:00:00","2024080713:00:00"
"3301675","익산시(인수교)","35.92305555555555","127.03444444444445","환경부","2.9","4.4","5.8","익산천","만경ㆍ동진","2004-10-04","2006030311:00:00","2024080713:00:00","2024080714:01:29","2006030311:00:00","2024080713:00:00"
"3301685","익산시(만경교)","35.91361111111111","126.93194444444445","환경부","5.9","6.0","7.7","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024080713:00:00","2024080714:01:29","2000010100:00:00","2024080713:00:00"
"3302615","정읍시(행정교)","35.615833333333335","126.97833333333334","환경부","1.1","2.3","3.1","동진강","만경ㆍ동진","2007-01-01","2007013010:00:00","2024080713:00:00","2024080714:01:29","2007013010:00:00","2024080713:00:00"
"3302620","정읍시(거산교)","35.64861111111111","126.92722222222223","환경부","4.4","5.5","6.5","동진강","만경ㆍ동진","2002-01-01","2002011700:00:00","2024080713:00:00","2024080714:01:29","2002011700:00:00","2024080713:00:00"
"3302630","정읍시(정우교)","35.676944444444445","126.88916666666667","환경부","4.5","5.5","6.5","동진강","만경ㆍ동진","1929-01-01","1956062210:00:00","2024080713:00:00","2024080714:01:29","1956062210:00:00","2024080713:00:00"
"3302643","정읍시(상동교)","35.55472222222222","126.86916666666666","환경부","1.6","2.9","3.6","정읍천","만경ㆍ동진","2007-01-01","2007011517:00:00","2024080713:00:00","2024080714:01:29","2007011517:00:00","2024080713:00:00"
"3302645","정읍시(죽림교)","35.56777777777778","126.8436111111111","환경부","2.0","3.2","4.0","정읍천","만경ㆍ동진","2007-01-01","2007013010:00:00","2024080713:00:00","2024080714:01:29","2007013010:00:00","2024080713:00:00"
"3302653","정읍시(정읍교)","35.586111111111116","126.82916666666667","환경부","2.1","3.8","4.7","정읍천","만경ㆍ동진","2008-01-01","2008013106:00:00","2024080713:00:00","2024080714:01:29","2008013106:00:00","2024080713:00:00"
"3302654","정읍시(망담교)","35.62861111111111","126.87138888888889","환경부","1.4","2.3","3.1","한교천","만경ㆍ동진","2023-01-01","2022122914:00:00","2024080713:00:00","2024080714:01:29","2022122914:00:00","2024080713:00:00"
"3302658","정읍시(초강리)","35.644444444444446","126.86277777777777","환경부","3.5","5.5","6.5","정읍천","만경ㆍ동진","2011-01-01","2011031014:00:00","2024080713:00:00","2024080714:01:29","2011031014:00:00","2024080713:00:00"
"3302660","정읍시(양전교)","35.74722222222222","126.9075","환경부","2.9","4.1","5.3","원평천","만경ㆍ동진","2011-01-01","2010120916:00:00","2024080713:00:00","2024080714:01:29","2010120916:00:00","2024080713:00:00"
"3302665","김제시(군포교)","35.717777777777776","126.8175","환경부","4.7","5.0","5.9","동진강","만경ㆍ동진","2000-06-01","2000052200:00:00","2024080713:00:00","2024080714:01:29","2000052200:00:00","2024080713:00:00"
"3302680","김제시(용동교)","35.788888888888884","126.90555555555557","환경부","1.5","3.5","4.6","두월천","만경ㆍ동진","2015-01-01","2015010100:00:00","2024080713:00:00","2024080714:01:29","2015010100:00:00","2024080713:00:00"
"4001610","진안군(좌포교)","35.736666666666665","127.31833333333333","환경부","2.0","4.0","4.7","섬진강","섬진강","2009-01-01","2008122910:00:00","2024080713:00:00","2024080714:01:29","2008122910:00:00","2024080713:00:00"
"4002620","임실군(강동교)","35.52777777777778","127.16027777777778","환경부","2.7","3.0","3.7","갈담천","섬진강","2023-01-01","2022122914:00:00","2024080713:00:00","2024080714:01:29","2022122914:00:00","2024080713:00:00"
